split,label,filename,ext,path,width,height,mode,new_split,dest_filename,dest_path
train,cancer,Lung MRI (183).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (183).png,367,306,RGBA,val,train__Lung MRI (183).png,..\dataset_split\val\cancer\train__Lung MRI (183).png
train,no_cancer,LUNG MRI-NC (1305).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1305).png,512,512,RGBA,val,train__LUNG MRI-NC (1305).png,..\dataset_split\val\no_cancer\train__LUNG MRI-NC (1305).png
train,cancer,Lung MRI (505).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (505).png,415,299,RGBA,val,train__Lung MRI (505).png,..\dataset_split\val\cancer\train__Lung MRI (505).png
train,cancer,Lung MRI (496).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (496).png,475,394,RGBA,val,train__Lung MRI (496).png,..\dataset_split\val\cancer\train__Lung MRI (496).png
validate,cancer,Lung MRI (754).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (754).png,400,273,RGBA,val,validate__Lung MRI (754).png,..\dataset_split\val\cancer\validate__Lung MRI (754).png
train,no_cancer,LUNG MRI-NC (1043).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1043).png,512,512,RGBA,val,train__LUNG MRI-NC (1043).png,..\dataset_split\val\no_cancer\train__LUNG MRI-NC (1043).png
train,cancer,Lung MRI (1017).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1017).png,512,512,RGBA,val,train__Lung MRI (1017).png,..\dataset_split\val\cancer\train__Lung MRI (1017).png
train,no_cancer,LUNG MRI-NC (2).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (2).png,512,512,RGBA,val,train__LUNG MRI-NC (2).png,..\dataset_split\val\no_cancer\train__LUNG MRI-NC (2).png
train,no_cancer,LUNG MRI-NC (1255).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1255).png,512,512,RGBA,val,train__LUNG MRI-NC (1255).png,..\dataset_split\val\no_cancer\train__LUNG MRI-NC (1255).png
train,no_cancer,LUNG MRI-NC (969).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (969).png,512,512,RGBA,val,train__LUNG MRI-NC (969).png,..\dataset_split\val\no_cancer\train__LUNG MRI-NC (969).png
train,cancer,Lung MRI (209).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (209).png,381,251,RGBA,val,train__Lung MRI (209).png,..\dataset_split\val\cancer\train__Lung MRI (209).png
train,no_cancer,LUNG MRI-NC (979).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (979).png,512,512,RGBA,val,train__LUNG MRI-NC (979).png,..\dataset_split\val\no_cancer\train__LUNG MRI-NC (979).png
train,cancer,Lung MRI (797).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (797).png,512,512,RGBA,val,train__Lung MRI (797).png,..\dataset_split\val\cancer\train__Lung MRI (797).png
validate,no_cancer,LUNG MRI NC (105).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (105).png,543,475,RGBA,val,validate__LUNG MRI NC (105).png,..\dataset_split\val\no_cancer\validate__LUNG MRI NC (105).png
train,no_cancer,LUNG MRI-NC (374).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (374).png,512,512,RGBA,val,train__LUNG MRI-NC (374).png,..\dataset_split\val\no_cancer\train__LUNG MRI-NC (374).png
validate,cancer,Lung MRI (1226).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1226).png,417,341,RGBA,val,validate__Lung MRI (1226).png,..\dataset_split\val\cancer\validate__Lung MRI (1226).png
train,no_cancer,LUNG MRI-NC (849).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (849).png,512,512,RGBA,val,train__LUNG MRI-NC (849).png,..\dataset_split\val\no_cancer\train__LUNG MRI-NC (849).png
train,no_cancer,LUNG MRI-NC (152).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (152).png,512,512,RGBA,val,train__LUNG MRI-NC (152).png,..\dataset_split\val\no_cancer\train__LUNG MRI-NC (152).png
validate,cancer,Lung MRI (1198).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1198).png,451,340,RGBA,val,validate__Lung MRI (1198).png,..\dataset_split\val\cancer\validate__Lung MRI (1198).png
validate,no_cancer,LUNG MRI NC (90).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (90).png,668,517,RGBA,val,validate__LUNG MRI NC (90).png,..\dataset_split\val\no_cancer\validate__LUNG MRI NC (90).png
validate,cancer,Lung MRI (932).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (932).png,401,254,RGBA,val,validate__Lung MRI (932).png,..\dataset_split\val\cancer\validate__Lung MRI (932).png
train,cancer,Lung MRI (125).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (125).png,352,256,RGBA,val,train__Lung MRI (125).png,..\dataset_split\val\cancer\train__Lung MRI (125).png
train,cancer,Lung MRI (13).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (13).png,363,270,RGBA,val,train__Lung MRI (13).png,..\dataset_split\val\cancer\train__Lung MRI (13).png
validate,no_cancer,LUNG MRI NC (182).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (182).png,512,512,RGBA,val,validate__LUNG MRI NC (182).png,..\dataset_split\val\no_cancer\validate__LUNG MRI NC (182).png
validate,no_cancer,LUNG MRI NC (465).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (465).png,512,512,RGBA,val,validate__LUNG MRI NC (465).png,..\dataset_split\val\no_cancer\validate__LUNG MRI NC (465).png
train,cancer,Lung MRI (173).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (173).png,430,278,RGBA,val,train__Lung MRI (173).png,..\dataset_split\val\cancer\train__Lung MRI (173).png
validate,cancer,Lung MRI (1249).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1249).png,446,354,RGBA,val,validate__Lung MRI (1249).png,..\dataset_split\val\cancer\validate__Lung MRI (1249).png
train,cancer,Lung MRI (35).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (35).png,401,296,RGBA,val,train__Lung MRI (35).png,..\dataset_split\val\cancer\train__Lung MRI (35).png
train,cancer,Lung MRI (830).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (830).png,512,512,RGBA,val,train__Lung MRI (830).png,..\dataset_split\val\cancer\train__Lung MRI (830).png
train,no_cancer,LUNG MRI-NC (1126).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1126).png,512,512,RGBA,val,train__LUNG MRI-NC (1126).png,..\dataset_split\val\no_cancer\train__LUNG MRI-NC (1126).png
train,no_cancer,LUNG MRI-NC (903).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (903).png,512,512,RGBA,val,train__LUNG MRI-NC (903).png,..\dataset_split\val\no_cancer\train__LUNG MRI-NC (903).png
validate,no_cancer,LUNG MRI NC (39).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (39).png,581,476,RGBA,val,validate__LUNG MRI NC (39).png,..\dataset_split\val\no_cancer\validate__LUNG MRI NC (39).png
train,no_cancer,LUNG MRI-NC (385).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (385).png,512,512,RGBA,val,train__LUNG MRI-NC (385).png,..\dataset_split\val\no_cancer\train__LUNG MRI-NC (385).png
train,cancer,Lung MRI (823).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (823).png,512,512,RGBA,val,train__Lung MRI (823).png,..\dataset_split\val\cancer\train__Lung MRI (823).png
train,no_cancer,LUNG MRI-NC (617).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (617).png,512,512,RGBA,val,train__LUNG MRI-NC (617).png,..\dataset_split\val\no_cancer\train__LUNG MRI-NC (617).png
validate,cancer,Lung MRI (1286).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1286).png,438,309,RGBA,val,validate__Lung MRI (1286).png,..\dataset_split\val\cancer\validate__Lung MRI (1286).png
train,no_cancer,LUNG MRI-NC (898).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (898).png,512,512,RGBA,val,train__LUNG MRI-NC (898).png,..\dataset_split\val\no_cancer\train__LUNG MRI-NC (898).png
validate,no_cancer,LUNG MRI NC (338).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (338).png,512,512,RGBA,val,validate__LUNG MRI NC (338).png,..\dataset_split\val\no_cancer\validate__LUNG MRI NC (338).png
validate,cancer,Lung MRI (1152).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1152).png,465,326,RGBA,val,validate__Lung MRI (1152).png,..\dataset_split\val\cancer\validate__Lung MRI (1152).png
validate,no_cancer,LUNG MRI NC (132).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (132).png,393,270,RGBA,val,validate__LUNG MRI NC (132).png,..\dataset_split\val\no_cancer\validate__LUNG MRI NC (132).png
train,no_cancer,LUNG MRI-NC (857).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (857).png,512,512,RGBA,val,train__LUNG MRI-NC (857).png,..\dataset_split\val\no_cancer\train__LUNG MRI-NC (857).png
validate,cancer,Lung MRI (1115).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1115).png,411,285,RGBA,val,validate__Lung MRI (1115).png,..\dataset_split\val\cancer\validate__Lung MRI (1115).png
train,cancer,Lung MRI (346).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (346).png,445,287,RGBA,val,train__Lung MRI (346).png,..\dataset_split\val\cancer\train__Lung MRI (346).png
train,no_cancer,LUNG MRI-NC (132).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (132).png,512,512,RGBA,val,train__LUNG MRI-NC (132).png,..\dataset_split\val\no_cancer\train__LUNG MRI-NC (132).png
train,cancer,Lung MRI (1112).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1112).png,512,512,RGBA,val,train__Lung MRI (1112).png,..\dataset_split\val\cancer\train__Lung MRI (1112).png
train,no_cancer,LUNG MRI-NC (888).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (888).png,512,512,RGBA,val,train__LUNG MRI-NC (888).png,..\dataset_split\val\no_cancer\train__LUNG MRI-NC (888).png
validate,no_cancer,LUNG MRI NC (36).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (36).png,581,476,RGBA,val,validate__LUNG MRI NC (36).png,..\dataset_split\val\no_cancer\validate__LUNG MRI NC (36).png
train,no_cancer,LUNG MRI-NC (555).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (555).png,512,512,RGBA,val,train__LUNG MRI-NC (555).png,..\dataset_split\val\no_cancer\train__LUNG MRI-NC (555).png
train,cancer,Lung MRI (94).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (94).png,403,207,RGBA,val,train__Lung MRI (94).png,..\dataset_split\val\cancer\train__Lung MRI (94).png
train,no_cancer,LUNG MRI-NC (612).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (612).png,512,512,RGBA,val,train__LUNG MRI-NC (612).png,..\dataset_split\val\no_cancer\train__LUNG MRI-NC (612).png
train,no_cancer,LUNG MRI-NC (1081).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1081).png,512,512,RGBA,val,train__LUNG MRI-NC (1081).png,..\dataset_split\val\no_cancer\train__LUNG MRI-NC (1081).png
train,cancer,Lung MRI (641).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (641).png,512,512,RGBA,val,train__Lung MRI (641).png,..\dataset_split\val\cancer\train__Lung MRI (641).png
validate,cancer,Lung MRI (1404).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1404).png,512,512,RGBA,val,validate__Lung MRI (1404).png,..\dataset_split\val\cancer\validate__Lung MRI (1404).png
train,cancer,Lung MRI (657).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (657).png,512,512,RGBA,val,train__Lung MRI (657).png,..\dataset_split\val\cancer\train__Lung MRI (657).png
train,no_cancer,LUNG MRI-NC (724).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (724).png,512,512,RGBA,val,train__LUNG MRI-NC (724).png,..\dataset_split\val\no_cancer\train__LUNG MRI-NC (724).png
train,cancer,Lung MRI (763).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (763).png,512,512,RGBA,val,train__Lung MRI (763).png,..\dataset_split\val\cancer\train__Lung MRI (763).png
train,cancer,Lung MRI (126).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (126).png,450,303,RGBA,val,train__Lung MRI (126).png,..\dataset_split\val\cancer\train__Lung MRI (126).png
validate,cancer,Lung MRI (900).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (900).png,467,210,RGBA,val,validate__Lung MRI (900).png,..\dataset_split\val\cancer\validate__Lung MRI (900).png
train,no_cancer,LUNG MRI-NC (922).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (922).png,512,512,RGBA,val,train__LUNG MRI-NC (922).png,..\dataset_split\val\no_cancer\train__LUNG MRI-NC (922).png
train,cancer,Lung MRI (354).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (354).png,425,301,RGBA,val,train__Lung MRI (354).png,..\dataset_split\val\cancer\train__Lung MRI (354).png
validate,no_cancer,LUNG MRI NC (19).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (19).png,615,495,RGBA,val,validate__LUNG MRI NC (19).png,..\dataset_split\val\no_cancer\validate__LUNG MRI NC (19).png
validate,cancer,Lung MRI (1390).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1390).png,168,122,RGBA,val,validate__Lung MRI (1390).png,..\dataset_split\val\cancer\validate__Lung MRI (1390).png
train,cancer,Lung MRI (335).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (335).png,410,315,RGBA,val,train__Lung MRI (335).png,..\dataset_split\val\cancer\train__Lung MRI (335).png
train,cancer,Lung MRI (252).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (252).png,393,295,RGBA,val,train__Lung MRI (252).png,..\dataset_split\val\cancer\train__Lung MRI (252).png
validate,cancer,Lung MRI (1004).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1004).png,412,298,RGBA,val,validate__Lung MRI (1004).png,..\dataset_split\val\cancer\validate__Lung MRI (1004).png
train,cancer,Lung MRI (636).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (636).png,217,147,RGBA,val,train__Lung MRI (636).png,..\dataset_split\val\cancer\train__Lung MRI (636).png
train,no_cancer,LUNG MRI-NC (1287).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1287).png,512,512,RGBA,val,train__LUNG MRI-NC (1287).png,..\dataset_split\val\no_cancer\train__LUNG MRI-NC (1287).png
validate,no_cancer,LUNG MRI NC (144).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (144).png,512,512,RGB,val,validate__LUNG MRI NC (144).png,..\dataset_split\val\no_cancer\validate__LUNG MRI NC (144).png
validate,cancer,Lung MRI (1344).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1344).png,414,279,RGBA,val,validate__Lung MRI (1344).png,..\dataset_split\val\cancer\validate__Lung MRI (1344).png
validate,cancer,Lung MRI (1137).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1137).png,401,241,RGBA,val,validate__Lung MRI (1137).png,..\dataset_split\val\cancer\validate__Lung MRI (1137).png
train,no_cancer,LUNG MRI-NC (698).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (698).png,512,512,RGBA,val,train__LUNG MRI-NC (698).png,..\dataset_split\val\no_cancer\train__LUNG MRI-NC (698).png
train,no_cancer,LUNG MRI-NC (936).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (936).png,512,512,RGBA,val,train__LUNG MRI-NC (936).png,..\dataset_split\val\no_cancer\train__LUNG MRI-NC (936).png
train,cancer,Lung MRI (61).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (61).png,416,278,RGBA,val,train__Lung MRI (61).png,..\dataset_split\val\cancer\train__Lung MRI (61).png
validate,cancer,Lung MRI (1441).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1441).png,512,512,RGBA,val,validate__Lung MRI (1441).png,..\dataset_split\val\cancer\validate__Lung MRI (1441).png
train,no_cancer,LUNG MRI-NC (333).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (333).png,512,512,RGBA,val,train__LUNG MRI-NC (333).png,..\dataset_split\val\no_cancer\train__LUNG MRI-NC (333).png
validate,no_cancer,LUNG MRI NC (288).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (288).png,512,512,RGBA,val,validate__LUNG MRI NC (288).png,..\dataset_split\val\no_cancer\validate__LUNG MRI NC (288).png
train,no_cancer,LUNG MRI-NC (1293).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1293).png,512,512,RGBA,val,train__LUNG MRI-NC (1293).png,..\dataset_split\val\no_cancer\train__LUNG MRI-NC (1293).png
train,no_cancer,LUNG MRI-NC (468).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (468).png,512,512,RGBA,val,train__LUNG MRI-NC (468).png,..\dataset_split\val\no_cancer\train__LUNG MRI-NC (468).png
validate,cancer,Lung MRI (1277).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1277).png,393,352,RGBA,val,validate__Lung MRI (1277).png,..\dataset_split\val\cancer\validate__Lung MRI (1277).png
train,no_cancer,LUNG MRI-NC (74).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (74).png,512,512,RGBA,val,train__LUNG MRI-NC (74).png,..\dataset_split\val\no_cancer\train__LUNG MRI-NC (74).png
validate,cancer,Lung MRI (1288).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1288).png,480,353,RGBA,val,validate__Lung MRI (1288).png,..\dataset_split\val\cancer\validate__Lung MRI (1288).png
train,cancer,Lung MRI (1015).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1015).png,512,512,RGBA,val,train__Lung MRI (1015).png,..\dataset_split\val\cancer\train__Lung MRI (1015).png
train,no_cancer,LUNG MRI-NC (1251).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1251).png,512,512,RGBA,val,train__LUNG MRI-NC (1251).png,..\dataset_split\val\no_cancer\train__LUNG MRI-NC (1251).png
validate,no_cancer,LUNG MRI NC (471).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (471).png,512,512,RGBA,val,validate__LUNG MRI NC (471).png,..\dataset_split\val\no_cancer\validate__LUNG MRI NC (471).png
validate,cancer,Lung MRI (1174).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1174).png,411,326,RGBA,val,validate__Lung MRI (1174).png,..\dataset_split\val\cancer\validate__Lung MRI (1174).png
train,cancer,Lung MRI (224).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (224).png,414,284,RGBA,val,train__Lung MRI (224).png,..\dataset_split\val\cancer\train__Lung MRI (224).png
train,cancer,Lung MRI (104).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (104).png,409,273,RGBA,val,train__Lung MRI (104).png,..\dataset_split\val\cancer\train__Lung MRI (104).png
train,cancer,Lung MRI (500).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (500).png,498,402,RGBA,val,train__Lung MRI (500).png,..\dataset_split\val\cancer\train__Lung MRI (500).png
validate,no_cancer,LUNG MRI NC (172).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (172).png,512,512,RGBA,val,validate__LUNG MRI NC (172).png,..\dataset_split\val\no_cancer\validate__LUNG MRI NC (172).png
validate,cancer,Lung MRI (1315).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1315).png,445,330,RGBA,val,validate__Lung MRI (1315).png,..\dataset_split\val\cancer\validate__Lung MRI (1315).png
train,cancer,Lung MRI (850).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (850).png,512,512,RGBA,val,train__Lung MRI (850).png,..\dataset_split\val\cancer\train__Lung MRI (850).png
train,no_cancer,LUNG MRI-NC (80).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (80).png,512,512,RGBA,val,train__LUNG MRI-NC (80).png,..\dataset_split\val\no_cancer\train__LUNG MRI-NC (80).png
train,cancer,Lung MRI (290).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (290).png,354,263,RGBA,val,train__Lung MRI (290).png,..\dataset_split\val\cancer\train__Lung MRI (290).png
train,no_cancer,LUNG MRI-NC (294).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (294).png,512,512,RGBA,val,train__LUNG MRI-NC (294).png,..\dataset_split\val\no_cancer\train__LUNG MRI-NC (294).png
validate,cancer,Lung MRI (1156).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1156).png,419,295,RGBA,val,validate__Lung MRI (1156).png,..\dataset_split\val\cancer\validate__Lung MRI (1156).png
train,cancer,Lung MRI (428).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (428).png,355,252,RGBA,val,train__Lung MRI (428).png,..\dataset_split\val\cancer\train__Lung MRI (428).png
train,cancer,Lung MRI (340).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (340).png,376,267,RGBA,val,train__Lung MRI (340).png,..\dataset_split\val\cancer\train__Lung MRI (340).png
train,no_cancer,LUNG MRI-NC (738).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (738).png,512,512,RGBA,val,train__LUNG MRI-NC (738).png,..\dataset_split\val\no_cancer\train__LUNG MRI-NC (738).png
train,cancer,Lung MRI (534).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (534).png,397,286,RGBA,val,train__Lung MRI (534).png,..\dataset_split\val\cancer\train__Lung MRI (534).png
train,cancer,Lung MRI (906).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (906).png,512,512,RGBA,val,train__Lung MRI (906).png,..\dataset_split\val\cancer\train__Lung MRI (906).png
train,no_cancer,LUNG MRI-NC (798).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (798).png,512,512,RGBA,val,train__LUNG MRI-NC (798).png,..\dataset_split\val\no_cancer\train__LUNG MRI-NC (798).png
train,cancer,Lung MRI (885).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (885).png,512,512,RGBA,val,train__Lung MRI (885).png,..\dataset_split\val\cancer\train__Lung MRI (885).png
train,no_cancer,LUNG MRI-NC (700).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (700).png,512,512,RGBA,val,train__LUNG MRI-NC (700).png,..\dataset_split\val\no_cancer\train__LUNG MRI-NC (700).png
train,no_cancer,LUNG MRI-NC (1263).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1263).png,512,512,RGBA,val,train__LUNG MRI-NC (1263).png,..\dataset_split\val\no_cancer\train__LUNG MRI-NC (1263).png
validate,no_cancer,LUNG MRI NC (251).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (251).png,512,512,RGBA,val,validate__LUNG MRI NC (251).png,..\dataset_split\val\no_cancer\validate__LUNG MRI NC (251).png
train,no_cancer,LUNG MRI-NC (1284).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1284).png,512,512,RGBA,val,train__LUNG MRI-NC (1284).png,..\dataset_split\val\no_cancer\train__LUNG MRI-NC (1284).png
validate,no_cancer,LUNG MRI NC (176).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (176).png,512,512,RGBA,val,validate__LUNG MRI NC (176).png,..\dataset_split\val\no_cancer\validate__LUNG MRI NC (176).png
train,no_cancer,LUNG MRI-NC (974).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (974).png,512,512,RGBA,val,train__LUNG MRI-NC (974).png,..\dataset_split\val\no_cancer\train__LUNG MRI-NC (974).png
validate,cancer,Lung MRI (853).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (853).png,381,236,RGBA,val,validate__Lung MRI (853).png,..\dataset_split\val\cancer\validate__Lung MRI (853).png
train,cancer,Lung MRI (564).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (564).png,445,330,RGBA,val,train__Lung MRI (564).png,..\dataset_split\val\cancer\train__Lung MRI (564).png
validate,cancer,Lung MRI (1141).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1141).png,402,322,RGBA,val,validate__Lung MRI (1141).png,..\dataset_split\val\cancer\validate__Lung MRI (1141).png
train,cancer,Lung MRI (570).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (570).png,476,386,RGBA,val,train__Lung MRI (570).png,..\dataset_split\val\cancer\train__Lung MRI (570).png
train,cancer,Lung MRI (943).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (943).png,512,512,RGBA,val,train__Lung MRI (943).png,..\dataset_split\val\cancer\train__Lung MRI (943).png
validate,no_cancer,LUNG MRI NC (423).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (423).png,512,512,RGBA,val,validate__LUNG MRI NC (423).png,..\dataset_split\val\no_cancer\validate__LUNG MRI NC (423).png
validate,no_cancer,LUNG MRI NC (45).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (45).png,731,555,RGBA,val,validate__LUNG MRI NC (45).png,..\dataset_split\val\no_cancer\validate__LUNG MRI NC (45).png
