group_id,path,source_dataset,raw_folder,filename,canonical_label,subtype,is_labeled,is_synthetic_source,corrupt,width,height,aspect_ratio,phash,phash_int,ahash,md5,case_key,group_root,group_size,label_conflict,group_sources,cross_dataset_duplicate,split_group,split,fold
697,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (47).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (47).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,916b6eb4306b93b1,10478590678193116081,00003c5e5e7e0000,f3fe311fddb4bf0a7a27d6cf03e13d36,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::47,2267,8,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::9,trainval,2
698,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (49).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (49).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,916b6e9430eb93b1,10478590540762551217,00003c5e5e7e0000,c3fa1554e9c73e1b0ef861d4a25b9988,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::49,2269,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::9,trainval,2
699,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (5).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (5).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,944a23ed787aa533,10685392568725447987,003c7ededf7e3c00,b40716b3666bb271d3663da97f6df212,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::5,2270,12,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::1,trainval,1
707,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (6).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (6).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,944b23ed785ba433,10685674043700126771,003c7ededf7e3c00,b058515ebe7b4ea5946ba14435704849,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::6,2281,8,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::1,trainval,1
708,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (61).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (61).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,944a2bad7879a533,10685401089940497715,003c7ededf7e3c00,2a5ea2a51d4984998d0c135e4a0a1b81,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::61,2283,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::12,trainval,3
709,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (63).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (63).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,944a2bad787aa533,10685401089940563251,003c7ededf7e3c00,4036091b99e3a66b12bf5ceec780cc4c,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::63,2285,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::12,trainval,3
710,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (64).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (64).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,944a2be5787aa533,10685401330458731827,003c7ededf7e3c00,b6444bc3e84b4f6c693c9e7e8ba4102b,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::64,2286,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::12,trainval,3
711,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (67).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (67).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,944b23ed785aa533,10685674043700061491,003c7ededf7e3c00,4a664ef6fef1b3c4838eb548d6c7a5f2,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::67,2289,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::13,trainval,4
712,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (69).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (69).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,d44b23ec785ba433,15297360057832547379,003c7ededf7e3c00,8ad790067556f9516e64f2a57589c05b,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::69,2291,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::13,trainval,4
713,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (70).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (70).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,d44b23ed795aa431,15297360062144226353,003c7ededf7e3c00,4867a445dd1a08e3c4e12b93fa109587,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::70,2293,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::14,trainval,4
714,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (72).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (72).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,d44b27e5795aa431,15297364425830999089,003c7edadb7e3c00,7f1ce781bd6ed2b0c64cd5db2570a888,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::72,2295,16,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::14,trainval,4
715,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (78).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (78).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,dc4b26e5795aa431,15873824078622794801,003c5edada7e3c00,ffb458fcfc52990b7165a3dd76ca3235,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::78,2301,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::15,trainval,2
716,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (79).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (79).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,843e7ae06c97b23a,9529188965875692090,00003c7effff3c00,cafdda17f713745c2eff85b3f8b6eee7,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::79,2302,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::15,trainval,2
727,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (94).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (94).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,911b6ee4301bd3e5,10456072886209467365,00003c7e7e7e0000,546b4a24a206aa940f2c783332584e75,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::94,2319,16,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::18,trainval,1
728,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\Normal case (100).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,Normal case (100).jpg,Normal,Normal,True,False,False,512,512,1.0,d0982f6f64349dc3,15030815911818075587,003c7e5e7e3c0000,8d95eb2e69afcdb5d69d8b1df89a7fc2,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal::100,2473,5,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal::20,trainval,1
729,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\Normal case (103).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,Normal case (103).jpg,Normal,Normal,True,False,False,512,512,1.0,d0942b6bb034cfcb,15029685597959933899,00187e7efe380000,39f5d86080cb8bbeba501b9c210472a5,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal::103,2476,5,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal::20,trainval,1
730,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\Normal case (104).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,Normal case (104).jpg,Normal,Normal,True,False,False,512,512,1.0,d0922b6fb034cfc3,15029122665186381763,00387e5e7e3c0000,b4335f144c09b7100b0ca21cf2856c5e,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal::104,2477,5,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal::20,trainval,1
731,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\Normal case (105).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,Normal case (105).jpg,Normal,Normal,True,False,False,512,512,1.0,d0c02b6ff4344fc3,15042070515255889859,003c7e7e7e3c0000,21039120d55dfaf591692c257c23eccb,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal::105,2478,5,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal::21,trainval,4
732,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\Normal case (106).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,Normal case (106).jpg,Normal,Normal,True,False,False,512,512,1.0,d0922f6fb0344fc3,15029127063232860099,003c7e5e7e3c0000,3ffa31ffd5b3b26bfca80ee818f21db3,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal::106,2479,5,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal::21,trainval,4
733,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\Normal case (107).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,Normal case (107).jpg,Normal,Normal,True,False,False,512,512,1.0,d0d02f2ff4343993,15046578238051858835,003c7e7e7e3c0000,2aedbb8af1c549df5c475d7700980893,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal::107,2480,5,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal::21,trainval,4
734,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\Normal case (108).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,Normal case (108).jpg,Normal,Normal,True,False,False,512,512,1.0,d0c22f2fb470cb8b,15042637587308137355,00387c7e7e3c0000,1bb18ea1c4af3028e00f1eb79bd871e7,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal::108,2481,10,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal::21,trainval,4
735,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\Normal case (110).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,Normal case (110).jpg,Normal,Normal,True,False,False,512,512,1.0,d0c02f2fb470cbcb,15042074637354716107,00387c7e7e3c0000,0996a1657f74a2b64d88d769afe11b09,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal::110,2483,5,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal::22,trainval,4
736,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\Normal case (112).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,Normal case (112).jpg,Normal,Normal,True,False,False,512,512,1.0,916e1ee178868b7a,10479347336676281210,00003c7edb7f3e1c,61781a0eb6194f0c107c6b5b4261e5f6,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal::112,2485,5,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal::22,trainval,4
737,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\Normal case (113).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,Normal case (113).jpg,Normal,Normal,True,False,False,512,512,1.0,916e1ee97887887a,10479347371036084346,00003c7edb7f3e1c,78cd262f9965371e55733f2f4ad8afb0,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal::113,2486,5,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal::22,trainval,4
738,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\Normal case (114).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,Normal case (114).jpg,Normal,Normal,True,False,False,512,512,1.0,916716e97887817e,10477368250106085758,00003c5adbff3e1c,f9ca5723dafd6bf30387f2de2bb55700,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal::114,2487,5,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal::22,trainval,4
739,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\Normal case (115).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,Normal case (115).jpg,Normal,Normal,True,False,False,512,512,1.0,997a26a87897a17a,11059194339981238650,00003c5edb7f3e00,a9128a9a910537098e33c2a3350a8c7c,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal::115,2488,5,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal::23,trainval,0
740,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\Normal case (116).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,Normal case (116).jpg,Normal,Normal,True,False,False,512,512,1.0,995a66e97893817a,11050257788643279226,00003c5edf7f3e00,6252ccd62abea5d2bd55b5db41a17ab2,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal::116,2489,10,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal::23,trainval,0
741,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\Normal case (118).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,Normal case (118).jpg,Normal,Normal,True,False,False,512,512,1.0,995a66e97892897a,11050257788643215738,00003c5edf7f3e00,cf259352c414d9bc7c92daf6b418ee11,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal::118,2491,5,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal::23,trainval,0
742,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\Normal case (119).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,Normal case (119).jpg,Normal,Normal,True,False,False,512,512,1.0,995a66ed7892817a,11050257805823082874,00003c5edf7f3e00,9e678c52a5bec094183866ea61b17a72,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal::119,2492,5,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/normal::23,trainval,0
